"Mot,Distribution,Fréquence relative"
poussent,1,0.0003894080996884735
irritent,1,0.0003894080996884735
souffrez,9,0.0035046728971962616
enfermé,1,0.0003894080996884735
vôtres,3,0.0011682242990654205
prompt,2,0.000778816199376947
impute,1,0.0003894080996884735
revêtir,1,0.0003894080996884735
noeud,1,0.0003894080996884735
soutenu,1,0.0003894080996884735
portât,1,0.0003894080996884735
illégitime,1,0.0003894080996884735
infamie,3,0.0011682242990654205
absent,1,0.0003894080996884735
rassurer,1,0.0003894080996884735
désirs,6,0.002336448598130841
fidèle,1,0.0003894080996884735
davantage,1,0.0003894080996884735
coups,13,0.0050623052959501555
patries,1,0.0003894080996884735
puissance,4,0.001557632398753894
amants,2,0.000778816199376947
déplaire,3,0.0011682242990654205
telles,1,0.0003894080996884735
plaint,1,0.0003894080996884735
nouveau,2,0.000778816199376947
camille,15,0.005841121495327103
auront,4,0.001557632398753894
touche,5,0.0019470404984423676
droits,4,0.001557632398753894
mot,1,0.0003894080996884735
avertie,1,0.0003894080996884735
sur,28,0.010903426791277258
dehors,1,0.0003894080996884735
traiterais,1,0.0003894080996884735
légitimes,3,0.0011682242990654205
tu,49,0.0190809968847352
vigueur,2,0.000778816199376947
serions,1,0.0003894080996884735
débiles,1,0.0003894080996884735
règle,2,0.000778816199376947
parents,6,0.002336448598130841
cas,1,0.0003894080996884735
arraché,1,0.0003894080996884735
injurieux,1,0.0003894080996884735
demandons,1,0.0003894080996884735
souhaits,4,0.001557632398753894
contentement,2,0.000778816199376947
tombeau,3,0.0011682242990654205
prudence,2,0.000778816199376947
joignez,1,0.0003894080996884735
confondre,1,0.0003894080996884735
fers,2,0.000778816199376947
croirai,1,0.0003894080996884735
quand,36,0.014018691588785047
fruit,1,0.0003894080996884735
faudra,3,0.0011682242990654205
flétrie,2,0.000778816199376947
ferai,2,0.000778816199376947
contraindre,1,0.0003894080996884735
aucunes,1,0.0003894080996884735
épuise,2,0.000778816199376947
appris,1,0.0003894080996884735
quoi,19,0.007398753894080997
pavillons,1,0.0003894080996884735
enfin,20,0.00778816199376947
maison,10,0.003894080996884735
ait,6,0.002336448598130841
échauffe,1,0.0003894080996884735
souviens,1,0.0003894080996884735
présence,2,0.000778816199376947
abuse,1,0.0003894080996884735
attendant,2,0.000778816199376947
lui,54,0.02102803738317757
éblouir,1,0.0003894080996884735
agrandir,1,0.0003894080996884735
ordonnent,1,0.0003894080996884735
rude,2,0.000778816199376947
ouvrir,1,0.0003894080996884735
réglons,1,0.0003894080996884735
raison,8,0.003115264797507788
laissez,4,0.001557632398753894
ennoblir,1,0.0003894080996884735
baigner,1,0.0003894080996884735
éclatez,1,0.0003894080996884735
avoueront,1,0.0003894080996884735
sanglant,1,0.0003894080996884735
dissiper,1,0.0003894080996884735
désunit,1,0.0003894080996884735
mépriser,1,0.0003894080996884735
second,1,0.0003894080996884735
resté,1,0.0003894080996884735
valère,27,0.010514018691588784
oubli,1,0.0003894080996884735
mets,1,0.0003894080996884735
su,4,0.001557632398753894
perdez,2,0.000778816199376947
détestait,1,0.0003894080996884735
traiter,1,0.0003894080996884735
embrasser,5,0.0019470404984423676
pourrais,3,0.0011682242990654205
vîtes,1,0.0003894080996884735
couler,2,0.000778816199376947
parlez,3,0.0011682242990654205
jamais,12,0.004672897196261682
chéri,1,0.0003894080996884735
latins,1,0.0003894080996884735
ôtait,1,0.0003894080996884735
combattant,1,0.0003894080996884735
jette,3,0.0011682242990654205
fuie,1,0.0003894080996884735
service,3,0.0011682242990654205
mêle,4,0.001557632398753894
charger,1,0.0003894080996884735
maudissez,1,0.0003894080996884735
raisons,1,0.0003894080996884735
adresse,1,0.0003894080996884735
levez,1,0.0003894080996884735
voisin,1,0.0003894080996884735
assure,1,0.0003894080996884735
retourne,2,0.000778816199376947
iras,1,0.0003894080996884735
fatales,1,0.0003894080996884735
offense,3,0.0011682242990654205
attendaient,1,0.0003894080996884735
disais,1,0.0003894080996884735
terminé,1,0.0003894080996884735
ressentiment,1,0.0003894080996884735
prêt,1,0.0003894080996884735
amante,5,0.0019470404984423676
apprenez,2,0.000778816199376947
crime,22,0.008566978193146417
entrer,3,0.0011682242990654205
dès,2,0.000778816199376947
due,1,0.0003894080996884735
celui,3,0.0011682242990654205
constamment,2,0.000778816199376947
ici,15,0.005841121495327103
évanouir,1,0.0003894080996884735
passait,1,0.0003894080996884735
rendus,1,0.0003894080996884735
dures,2,0.000778816199376947
durer,2,0.000778816199376947
écorce,1,0.0003894080996884735
différez,1,0.0003894080996884735
braves,1,0.0003894080996884735
jugement,2,0.000778816199376947
vengeurs,1,0.0003894080996884735
marchant,1,0.0003894080996884735
espère,4,0.001557632398753894
triomphe,8,0.003115264797507788
empêche,1,0.0003894080996884735
nouvelle,6,0.002336448598130841
arrête,4,0.001557632398753894
formé,1,0.0003894080996884735
éclat,5,0.0019470404984423676
put,1,0.0003894080996884735
mienne,2,0.000778816199376947
dépendaient,1,0.0003894080996884735
commandement,2,0.000778816199376947
eut,3,0.0011682242990654205
modérez,1,0.0003894080996884735
tireraient,1,0.0003894080996884735
figurer,1,0.0003894080996884735
perdaient,1,0.0003894080996884735
trouve,6,0.002336448598130841
vu,23,0.00895638629283489
prompte,3,0.0011682242990654205
entrant,1,0.0003894080996884735
digne,17,0.00661993769470405
trépas,11,0.004283489096573208
perdre,3,0.0011682242990654205
assez,23,0.00895638629283489
faites,6,0.002336448598130841
barbare,5,0.0019470404984423676
fâche,3,0.0011682242990654205
déchoir,1,0.0003894080996884735
devant,2,0.000778816199376947
flatter,1,0.0003894080996884735
avons,2,0.000778816199376947
prenons,3,0.0011682242990654205
illustre,8,0.003115264797507788
rare,6,0.002336448598130841
oblige,1,0.0003894080996884735
épargner,1,0.0003894080996884735
inhumaine,1,0.0003894080996884735
dispense,1,0.0003894080996884735
renouer,1,0.0003894080996884735
pleurez,6,0.002336448598130841
chère,5,0.0019470404984423676
spectacle,3,0.0011682242990654205
voulu,4,0.001557632398753894
donné,1,0.0003894080996884735
superflus,2,0.000778816199376947
assurait,1,0.0003894080996884735
appartient,1,0.0003894080996884735
horace,46,0.01791277258566978
souffert,1,0.0003894080996884735
couvert,4,0.001557632398753894
respirer,1,0.0003894080996884735
jetant,1,0.0003894080996884735
souvenir,2,0.000778816199376947
bien,54,0.02102803738317757
êtes,6,0.002336448598130841
écoute,1,0.0003894080996884735
effacés,1,0.0003894080996884735
servent,1,0.0003894080996884735
sont,40,0.01557632398753894
danger,1,0.0003894080996884735
deviez,1,0.0003894080996884735
sert,1,0.0003894080996884735
vaincue,1,0.0003894080996884735
vient,8,0.003115264797507788
diminuer,1,0.0003894080996884735
causes,1,0.0003894080996884735
nôtres,4,0.001557632398753894
encens,2,0.000778816199376947
mortelles,2,0.000778816199376947
parlé,1,0.0003894080996884735
le,250,0.09735202492211838
portes,1,0.0003894080996884735
soupirs,9,0.0035046728971962616
va,11,0.004283489096573208
armer,1,0.0003894080996884735
outrage,3,0.0011682242990654205
différer,1,0.0003894080996884735
contrainte,2,0.000778816199376947
meurs,1,0.0003894080996884735
usage,1,0.0003894080996884735
méritent,1,0.0003894080996884735
forme,2,0.000778816199376947
cesse,4,0.001557632398753894
appréhendait,1,0.0003894080996884735
continue,1,0.0003894080996884735
traître,1,0.0003894080996884735
vraie,1,0.0003894080996884735
tacher,1,0.0003894080996884735
croire,4,0.001557632398753894
allait,1,0.0003894080996884735
fumer,2,0.000778816199376947
dessous,3,0.0011682242990654205
insensible,3,0.0011682242990654205
viendras,1,0.0003894080996884735
adieux,1,0.0003894080996884735
songe,6,0.002336448598130841
étonnée,1,0.0003894080996884735
sainte,1,0.0003894080996884735
selon,1,0.0003894080996884735
hier,7,0.0027258566978193145
étonne,2,0.000778816199376947
dans,61,0.023753894080996884
présente,1,0.0003894080996884735
obliger,1,0.0003894080996884735
dois,14,0.005451713395638629
choisi,1,0.0003894080996884735
émouvoir,1,0.0003894080996884735
accablée,1,0.0003894080996884735
obscurité,2,0.000778816199376947
pouvait,3,0.0011682242990654205
imiter,1,0.0003894080996884735
curiace,13,0.0050623052959501555
consomme,1,0.0003894080996884735
heures,1,0.0003894080996884735
tendresse,3,0.0011682242990654205
souverain,2,0.000778816199376947
guerriers,6,0.002336448598130841
poussez,1,0.0003894080996884735
guerre,12,0.004672897196261682
mêlée,1,0.0003894080996884735
malaisément,1,0.0003894080996884735
allume,1,0.0003894080996884735
croyez,3,0.0011682242990654205
imite,1,0.0003894080996884735
mers,1,0.0003894080996884735
pur,1,0.0003894080996884735
seulement,3,0.0011682242990654205
reviens,1,0.0003894080996884735
elle,72,0.028037383177570093
tâchez,1,0.0003894080996884735
pareilles,2,0.000778816199376947
termine,1,0.0003894080996884735
étages,1,0.0003894080996884735
ôtez,1,0.0003894080996884735
serez,2,0.000778816199376947
amas,1,0.0003894080996884735
chaque,5,0.0019470404984423676
mais,80,0.03115264797507788
fais,9,0.0035046728971962616
pardonne,1,0.0003894080996884735
longue,1,0.0003894080996884735
étonner,1,0.0003894080996884735
blâmer,1,0.0003894080996884735
affligera,1,0.0003894080996884735
attend,2,0.000778816199376947
celer,2,0.000778816199376947
destinées,1,0.0003894080996884735
puissant,1,0.0003894080996884735
préparés,1,0.0003894080996884735
parques,1,0.0003894080996884735
offensée,1,0.0003894080996884735
récit,1,0.0003894080996884735
propose,1,0.0003894080996884735
également,1,0.0003894080996884735
salaire,1,0.0003894080996884735
bas,3,0.0011682242990654205
redoublait,1,0.0003894080996884735
te,21,0.008177570093457943
combattrai,1,0.0003894080996884735
magnanime,1,0.0003894080996884735
prodigue,1,0.0003894080996884735
soupçonnait,1,0.0003894080996884735
choisir,6,0.002336448598130841
repaître,1,0.0003894080996884735
compassion,1,0.0003894080996884735
chastes,1,0.0003894080996884735
éclatant,3,0.0011682242990654205
démon,1,0.0003894080996884735
adorant,1,0.0003894080996884735
champ,1,0.0003894080996884735
résonner,1,0.0003894080996884735
affermir,2,0.000778816199376947
suffit,2,0.000778816199376947
légers,1,0.0003894080996884735
colonnes,1,0.0003894080996884735
douleurs,9,0.0035046728971962616
précieuse,1,0.0003894080996884735
funeses,1,0.0003894080996884735
osé,1,0.0003894080996884735
former,4,0.001557632398753894
suprêmes,1,0.0003894080996884735
sentiments,11,0.004283489096573208
raisonnable,1,0.0003894080996884735
forts,2,0.000778816199376947
impuissante,1,0.0003894080996884735
réparer,1,0.0003894080996884735
oublierai,1,0.0003894080996884735
domestiques,2,0.000778816199376947
consolation,1,0.0003894080996884735
sacrée,1,0.0003894080996884735
vivant,1,0.0003894080996884735
cessons,1,0.0003894080996884735
romaines,1,0.0003894080996884735
public,7,0.0027258566978193145
mépris,1,0.0003894080996884735
premières,1,0.0003894080996884735
fasse,4,0.001557632398753894
inutiles,1,0.0003894080996884735
acquittent,1,0.0003894080996884735
saint,2,0.000778816199376947
malgré,5,0.0019470404984423676
demander,3,0.0011682242990654205
versez,1,0.0003894080996884735
rejette,1,0.0003894080996884735
irréparable,1,0.0003894080996884735
infortune,2,0.000778816199376947
borneront,1,0.0003894080996884735
joint,2,0.000778816199376947
tien,2,0.000778816199376947
servi,1,0.0003894080996884735
voie,1,0.0003894080996884735
jadis,1,0.0003894080996884735
clarté,1,0.0003894080996884735
nourrir,2,0.000778816199376947
important,1,0.0003894080996884735
états,4,0.001557632398753894
persécuter,2,0.000778816199376947
compte,3,0.0011682242990654205
tulle,2,0.000778816199376947
âpre,1,0.0003894080996884735
pudique,1,0.0003894080996884735
frappé,1,0.0003894080996884735
arrière,1,0.0003894080996884735
ombres,1,0.0003894080996884735
parole,1,0.0003894080996884735
sortir,3,0.0011682242990654205
ferait,1,0.0003894080996884735
paraître,5,0.0019470404984423676
orgueil,2,0.000778816199376947
obéir,3,0.0011682242990654205
arrêt,5,0.0019470404984423676
justice,7,0.0027258566978193145
maîtres,1,0.0003894080996884735
consiste,1,0.0003894080996884735
insupportable,1,0.0003894080996884735
années,1,0.0003894080996884735
sachons,2,0.000778816199376947
homme,12,0.004672897196261682
sentais,1,0.0003894080996884735
louange,1,0.0003894080996884735
sévère,1,0.0003894080996884735
zèle,4,0.001557632398753894
maître,4,0.001557632398753894
plaît,1,0.0003894080996884735
suivi,3,0.0011682242990654205
aisément,3,0.0011682242990654205
taisent,1,0.0003894080996884735
procule,1,0.0003894080996884735
tyrans,1,0.0003894080996884735
maux,9,0.0035046728971962616
albains,1,0.0003894080996884735
villes,1,0.0003894080996884735
briguerait,1,0.0003894080996884735
agresseur,1,0.0003894080996884735
chaîne,2,0.000778816199376947
autant,14,0.005451713395638629
vas,1,0.0003894080996884735
vaincus,6,0.002336448598130841
admet,1,0.0003894080996884735
rayon,1,0.0003894080996884735
délivrez,1,0.0003894080996884735
mille,11,0.004283489096573208
changer,3,0.0011682242990654205
grossière,1,0.0003894080996884735
cacher,2,0.000778816199376947
proches,1,0.0003894080996884735
déchirer,1,0.0003894080996884735
redoutez,1,0.0003894080996884735
lâchement,1,0.0003894080996884735
trouver,2,0.000778816199376947
titre,2,0.000778816199376947
parlent,2,0.000778816199376947
accroître,1,0.0003894080996884735
achève,2,0.000778816199376947
l,279,0.10864485981308411
vaincre,4,0.001557632398753894
faux,3,0.0011682242990654205
faits,4,0.001557632398753894
séparent,1,0.0003894080996884735
craignez,1,0.0003894080996884735
conservez,1,0.0003894080996884735
remède,2,0.000778816199376947
pleinement,1,0.0003894080996884735
flanc,3,0.0011682242990654205
disposez,1,0.0003894080996884735
allons,4,0.001557632398753894
blessés,1,0.0003894080996884735
txt,5,0.0019470404984423676
fils,14,0.005451713395638629
race,4,0.001557632398753894
tait,2,0.000778816199376947
heur,4,0.001557632398753894
rebelle,1,0.0003894080996884735
tomber,1,0.0003894080996884735
différence,1,0.0003894080996884735
hautement,3,0.0011682242990654205
méchants,1,0.0003894080996884735
réduire,2,0.000778816199376947
allumé,1,0.0003894080996884735
reprenez,1,0.0003894080996884735
donc,15,0.005841121495327103
infaillibles,1,0.0003894080996884735
sens,5,0.0019470404984423676
paru,1,0.0003894080996884735
obstine,3,0.0011682242990654205
déplaisir,1,0.0003894080996884735
pensez,4,0.001557632398753894
fût,3,0.0011682242990654205
ose,9,0.0035046728971962616
parvienne,1,0.0003894080996884735
cris,3,0.0011682242990654205
éternelles,1,0.0003894080996884735
lois,9,0.0035046728971962616
réglant,1,0.0003894080996884735
amant,20,0.00778816199376947
naître,6,0.002336448598130841
serait,4,0.001557632398753894
pourtant,4,0.001557632398753894
comme,38,0.014797507788161994
père,23,0.00895638629283489
pensers,1,0.0003894080996884735
dit,6,0.002336448598130841
dorénavant,2,0.000778816199376947
curiaces,6,0.002336448598130841
confondus,1,0.0003894080996884735
imaginais,1,0.0003894080996884735
invaincu,1,0.0003894080996884735
employons,1,0.0003894080996884735
vomit,1,0.0003894080996884735
fer,2,0.000778816199376947
étrange,3,0.0011682242990654205
marcher,1,0.0003894080996884735
glorieuse,1,0.0003894080996884735
pressé,1,0.0003894080996884735
différents,2,0.000778816199376947
paraît,3,0.0011682242990654205
expérience,1,0.0003894080996884735
trahi,1,0.0003894080996884735
fraternelle,1,0.0003894080996884735
290,5,0.0019470404984423676
désaveu,1,0.0003894080996884735
respire,1,0.0003894080996884735
ébranlé,1,0.0003894080996884735
laisse,8,0.003115264797507788
prendront,1,0.0003894080996884735
affliction,1,0.0003894080996884735
reprochez,1,0.0003894080996884735
mal,13,0.0050623052959501555
effort,8,0.003115264797507788
apprend,1,0.0003894080996884735
obéisse,1,0.0003894080996884735
sauvez,2,0.000778816199376947
accablé,1,0.0003894080996884735
commun,2,0.000778816199376947
employé,1,0.0003894080996884735
savait,1,0.0003894080996884735
peuvent,4,0.001557632398753894
souhaitez,1,0.0003894080996884735
obstacle,3,0.0011682242990654205
mots,3,0.0011682242990654205
résous,1,0.0003894080996884735
blesse,1,0.0003894080996884735
donnera,1,0.0003894080996884735
récompense,1,0.0003894080996884735
importe,1,0.0003894080996884735
commander,2,0.000778816199376947
armé,1,0.0003894080996884735
nouvelles,2,0.000778816199376947
veux,14,0.005451713395638629
passaient,1,0.0003894080996884735
déshonneur,2,0.000778816199376947
âme,28,0.010903426791277258
rome,68,0.0264797507788162
grand,23,0.00895638629283489
venez,4,0.001557632398753894
reçu,3,0.0011682242990654205
forcés,1,0.0003894080996884735
retombe,1,0.0003894080996884735
monte,1,0.0003894080996884735
pleureriez,1,0.0003894080996884735
garantir,5,0.0019470404984423676
opprobre,1,0.0003894080996884735
saisit,1,0.0003894080996884735
amis,3,0.0011682242990654205
ayez,1,0.0003894080996884735
soins,3,0.0011682242990654205
respectée,1,0.0003894080996884735
cent,1,0.0003894080996884735
cru,5,0.0019470404984423676
feux,4,0.001557632398753894
accuse,1,0.0003894080996884735
oses,2,0.000778816199376947
vers,5,0.0019470404984423676
surtout,1,0.0003894080996884735
celle,5,0.0019470404984423676
comprendre,1,0.0003894080996884735
gracieux,1,0.0003894080996884735
passé,2,0.000778816199376947
tôt,1,0.0003894080996884735
délai,1,0.0003894080996884735
solitude,1,0.0003894080996884735
brutalement,1,0.0003894080996884735
dite,1,0.0003894080996884735
aurions,2,0.000778816199376947
soulagement,2,0.000778816199376947
écartés,1,0.0003894080996884735
paternel,1,0.0003894080996884735
considérez,1,0.0003894080996884735
bourreau,1,0.0003894080996884735
nobles,2,0.000778816199376947
but,1,0.0003894080996884735
feriez,2,0.000778816199376947
punit,3,0.0011682242990654205
regarder,4,0.001557632398753894
considérer,2,0.000778816199376947
passer,2,0.000778816199376947
ruse,1,0.0003894080996884735
accordais,1,0.0003894080996884735
est,173,0.06736760124610591
aisée,1,0.0003894080996884735
parts,1,0.0003894080996884735
couronnées,1,0.0003894080996884735
puissances,1,0.0003894080996884735
esprit,12,0.004672897196261682
vaine,1,0.0003894080996884735
sabine,14,0.005451713395638629
servir,4,0.001557632398753894
victime,3,0.0011682242990654205
trois,29,0.011292834890965732
recevait,1,0.0003894080996884735
rendez,1,0.0003894080996884735
importuner,1,0.0003894080996884735
mette,1,0.0003894080996884735
pouvais,2,0.000778816199376947
irai,1,0.0003894080996884735
abaisse,1,0.0003894080996884735
trophées,1,0.0003894080996884735
entier,2,0.000778816199376947
honneurs,5,0.0019470404984423676
estiment,1,0.0003894080996884735
malaisé,1,0.0003894080996884735
traits,2,0.000778816199376947
planter,1,0.0003894080996884735
excès,3,0.0011682242990654205
aveugle,2,0.000778816199376947
mari,9,0.0035046728971962616
camp,3,0.0011682242990654205
rarement,3,0.0011682242990654205
forcer,1,0.0003894080996884735
dire,3,0.0011682242990654205
ressouvenir,1,0.0003894080996884735
faut,31,0.012071651090342679
héros,3,0.0011682242990654205
porte,5,0.0019470404984423676
pitoyable,1,0.0003894080996884735
journée,3,0.0011682242990654205
obscur,1,0.0003894080996884735
penses,1,0.0003894080996884735
ordinaire,2,0.000778816199376947
sortent,1,0.0003894080996884735
accorde,1,0.0003894080996884735
gardez,1,0.0003894080996884735
maudit,1,0.0003894080996884735
brillante,1,0.0003894080996884735
versés,1,0.0003894080996884735
racheter,1,0.0003894080996884735
arriver,1,0.0003894080996884735
consacrer,1,0.0003894080996884735
contente,2,0.000778816199376947
profanée,1,0.0003894080996884735
voyons,2,0.000778816199376947
ébranlement,1,0.0003894080996884735
horrible,1,0.0003894080996884735
émeut,3,0.0011682242990654205
murs,8,0.003115264797507788
rang,5,0.0019470404984423676
aimerai,1,0.0003894080996884735
vivantes,1,0.0003894080996884735
exaucés,2,0.000778816199376947
artifice,3,0.0011682242990654205
regardez,2,0.000778816199376947
entretenir,2,0.000778816199376947
entrait,1,0.0003894080996884735
volontaires,1,0.0003894080996884735
me,70,0.027258566978193146
mérite,1,0.0003894080996884735
peu,32,0.012461059190031152
fis,1,0.0003894080996884735
combattants,5,0.0019470404984423676
soupirant,1,0.0003894080996884735
mémoire,4,0.001557632398753894
autorise,1,0.0003894080996884735
et,482,0.18769470404984423
beaucoup,12,0.004672897196261682
idolâtrie,1,0.0003894080996884735
sied,2,0.000778816199376947
pyrénées,1,0.0003894080996884735
dictateur,2,0.000778816199376947
faute,1,0.0003894080996884735
jusqu,6,0.002336448598130841
pleurs,26,0.010124610591900311
penchant,1,0.0003894080996884735
songez,1,0.0003894080996884735
confusion,3,0.0011682242990654205
ardeurs,1,0.0003894080996884735
encouragerais,1,0.0003894080996884735
sujette,5,0.0019470404984423676
regarde,1,0.0003894080996884735
secourût,1,0.0003894080996884735
sera,8,0.003115264797507788
contribue,1,0.0003894080996884735
ressenti,1,0.0003894080996884735
doute,3,0.0011682242990654205
mes,53,0.020638629283489095
rougir,3,0.0011682242990654205
effarouche,1,0.0003894080996884735
sacrilège,2,0.000778816199376947
quels,10,0.003894080996884735
ambition,3,0.0011682242990654205
transports,1,0.0003894080996884735
serment,1,0.0003894080996884735
vos,58,0.022585669781931463
proche,1,0.0003894080996884735
donnez,2,0.000778816199376947
taisez,1,0.0003894080996884735
joindre,1,0.0003894080996884735
injustice,3,0.0011682242990654205
albain,1,0.0003894080996884735
pied,3,0.0011682242990654205
obstacles,2,0.000778816199376947
lancez,1,0.0003894080996884735
destin,4,0.001557632398753894
divise,1,0.0003894080996884735
événement,2,0.000778816199376947
voyez,4,0.001557632398753894
marques,4,0.001557632398753894
tendre,1,0.0003894080996884735
événements,2,0.000778816199376947
lieu,9,0.0035046728971962616
province,1,0.0003894080996884735
deux,44,0.017133956386292833
avez,10,0.003894080996884735
face,3,0.0011682242990654205
scrupule,1,0.0003894080996884735
léger,1,0.0003894080996884735
objets,2,0.000778816199376947
viendrait,1,0.0003894080996884735
disgrâces,1,0.0003894080996884735
formés,1,0.0003894080996884735
attaquer,2,0.000778816199376947
aimer,12,0.004672897196261682
honteux,2,0.000778816199376947
voulons,3,0.0011682242990654205
réponde,1,0.0003894080996884735
affreux,2,0.000778816199376947
tribut,1,0.0003894080996884735
sommes,7,0.0027258566978193145
force,7,0.0027258566978193145
croit,3,0.0011682242990654205
conseils,1,0.0003894080996884735
batailles,1,0.0003894080996884735
parlait,1,0.0003894080996884735
horreur,9,0.0035046728971962616
romule,2,0.000778816199376947
écoutée,2,0.000778816199376947
maltraite,1,0.0003894080996884735
contraires,3,0.0011682242990654205
juger,2,0.000778816199376947
quitter,2,0.000778816199376947
suivant,2,0.000778816199376947
parfaites,1,0.0003894080996884735
accordez,1,0.0003894080996884735
infini,1,0.0003894080996884735
donnent,1,0.0003894080996884735
qui,114,0.04439252336448598
pus,1,0.0003894080996884735
soit,10,0.003894080996884735
blâme,2,0.000778816199376947
guerrier,2,0.000778816199376947
crie,1,0.0003894080996884735
pure,1,0.0003894080996884735
véritable,5,0.0019470404984423676
seule,6,0.002336448598130841
imitons,1,0.0003894080996884735
couronnes,1,0.0003894080996884735
rappelant,1,0.0003894080996884735
ayant,2,0.000778816199376947
ainsi,16,0.006230529595015576
différends,1,0.0003894080996884735
duré,2,0.000778816199376947
tache,1,0.0003894080996884735
fallait,2,0.000778816199376947
appelez,1,0.0003894080996884735
reçoive,1,0.0003894080996884735
extrême,3,0.0011682242990654205
défenseur,2,0.000778816199376947
commence,3,0.0011682242990654205
pourront,3,0.0011682242990654205
achever,2,0.000778816199376947
embrassements,1,0.0003894080996884735
crainte,2,0.000778816199376947
cruel,5,0.0019470404984423676
parle,2,0.000778816199376947
déférence,1,0.0003894080996884735
estimais,1,0.0003894080996884735
incertaine,1,0.0003894080996884735
demain,5,0.0019470404984423676
actions,1,0.0003894080996884735
mendiée,1,0.0003894080996884735
faveurs,1,0.0003894080996884735
sans,60,0.02336448598130841
voyais,1,0.0003894080996884735
ravissements,1,0.0003894080996884735
parjure,1,0.0003894080996884735
filles,2,0.000778816199376947
julie,7,0.0027258566978193145
cruelle,2,0.000778816199376947
appréhendez,1,0.0003894080996884735
assurés,1,0.0003894080996884735
permet,1,0.0003894080996884735
fureurs,1,0.0003894080996884735
dirai,2,0.000778816199376947
sauvé,2,0.000778816199376947
malheureuse,1,0.0003894080996884735
histoire,1,0.0003894080996884735
déploie,1,0.0003894080996884735
demeurent,1,0.0003894080996884735
unique,5,0.0019470404984423676
été,1,0.0003894080996884735
blessée,1,0.0003894080996884735
ennemi,7,0.0027258566978193145
donner,6,0.002336448598130841
lassé,1,0.0003894080996884735
pâlissent,1,0.0003894080996884735
née,1,0.0003894080996884735
maternelle,1,0.0003894080996884735
ces,38,0.014797507788161994
jurée,2,0.000778816199376947
sentent,1,0.0003894080996884735
supplice,6,0.002336448598130841
souillé,2,0.000778816199376947
toujours,13,0.0050623052959501555
cependant,3,0.0011682242990654205
lumière,1,0.0003894080996884735
criminelle,2,0.000778816199376947
promit,1,0.0003894080996884735
examine,2,0.000778816199376947
grandeur,1,0.0003894080996884735
cessez,1,0.0003894080996884735
pleurer,4,0.001557632398753894
voler,1,0.0003894080996884735
haïr,7,0.0027258566978193145
apporter,1,0.0003894080996884735
esclaves,1,0.0003894080996884735
toutefois,2,0.000778816199376947
immortel,1,0.0003894080996884735
agir,3,0.0011682242990654205
vous,249,0.0969626168224299
coulèrent,1,0.0003894080996884735
désiré,1,0.0003894080996884735
choir,1,0.0003894080996884735
voeux,19,0.007398753894080997
épargnera,1,0.0003894080996884735
vînt,1,0.0003894080996884735
bénissant,1,0.0003894080996884735
indigne,6,0.002336448598130841
succomberas,1,0.0003894080996884735
bannis,1,0.0003894080996884735
php,5,0.0019470404984423676
éclaire,1,0.0003894080996884735
ardeur,9,0.0035046728971962616
claire,1,0.0003894080996884735
quelles,1,0.0003894080996884735
serviteurs,1,0.0003894080996884735
ceux,10,0.003894080996884735
doux,14,0.005451713395638629
vont,2,0.000778816199376947
atteinte,1,0.0003894080996884735
pleins,1,0.0003894080996884735
tes,30,0.011682242990654205
épousai,1,0.0003894080996884735
obstinent,1,0.0003894080996884735
consultons,1,0.0003894080996884735
depuis,3,0.0011682242990654205
illusion,2,0.000778816199376947
vengez,1,0.0003894080996884735
craint,3,0.0011682242990654205
bruit,2,0.000778816199376947
libérateur,1,0.0003894080996884735
puni,3,0.0011682242990654205
vraiment,1,0.0003894080996884735
diverses,2,0.000778816199376947
glorieux,2,0.000778816199376947
exiger,1,0.0003894080996884735
préparons,1,0.0003894080996884735
console,1,0.0003894080996884735
dessus,3,0.0011682242990654205
uni,1,0.0003894080996884735
dissipe,1,0.0003894080996884735
s,73,0.028426791277258567
connue,1,0.0003894080996884735
prend,10,0.003894080996884735
tyran,1,0.0003894080996884735
effroyable,1,0.0003894080996884735
coure,1,0.0003894080996884735
entière,6,0.002336448598130841
assurent,2,0.000778816199376947
viens,9,0.0035046728971962616
sombres,1,0.0003894080996884735
occupées,1,0.0003894080996884735
négligez,1,0.0003894080996884735
malheureuses,1,0.0003894080996884735
ajoutez,1,0.0003894080996884735
vie,14,0.005451713395638629
autrui,2,0.000778816199376947
promette,1,0.0003894080996884735
pense,1,0.0003894080996884735
funeste,7,0.0027258566978193145
travaille,1,0.0003894080996884735
rangés,1,0.0003894080996884735
penser,5,0.0019470404984423676
bannir,1,0.0003894080996884735
donnée,1,0.0003894080996884735
amenez,1,0.0003894080996884735
cruels,2,0.000778816199376947
attache,5,0.0019470404984423676
pleuvoir,1,0.0003894080996884735
calme,1,0.0003894080996884735
drapeaux,1,0.0003894080996884735
souhait,2,0.000778816199376947
près,7,0.0027258566978193145
intérêts,6,0.002336448598130841
parti,7,0.0027258566978193145
déplorable,1,0.0003894080996884735
funestes,3,0.0011682242990654205
revient,1,0.0003894080996884735
veut,21,0.008177570093457943
ah,6,0.002336448598130841
combattu,2,0.000778816199376947
accusent,1,0.0003894080996884735
nuptial,1,0.0003894080996884735
exerce,1,0.0003894080996884735
douteuse,1,0.0003894080996884735
admirer,2,0.000778816199376947
exposer,1,0.0003894080996884735
seconde,2,0.000778816199376947
orages,1,0.0003894080996884735
