"Mot,Distribution,Fréquence relative"
régler,1,0.0003894080996884735
nommé,1,0.0003894080996884735
imprime,1,0.0003894080996884735
cousin,1,0.0003894080996884735
embrasse,1,0.0003894080996884735
périt,1,0.0003894080996884735
captivité,1,0.0003894080996884735
désespoir,7,0.0027258566978193145
douleur,12,0.004672897196261682
commencez,3,0.0011682242990654205
sénat,1,0.0003894080996884735
occasion,6,0.002336448598130841
eus,1,0.0003894080996884735
abandonner,1,0.0003894080996884735
fuir,1,0.0003894080996884735
amollissent,1,0.0003894080996884735
bâtissant,1,0.0003894080996884735
passions,1,0.0003894080996884735
sincère,1,0.0003894080996884735
oracles,2,0.000778816199376947
tenir,1,0.0003894080996884735
périsse,2,0.000778816199376947
tristesse,2,0.000778816199376947
vertus,3,0.0011682242990654205
seconds,1,0.0003894080996884735
aux,63,0.02453271028037383
saisi,1,0.0003894080996884735
détache,1,0.0003894080996884735
trembler,3,0.0011682242990654205
fin,4,0.001557632398753894
du,56,0.021806853582554516
nulle,1,0.0003894080996884735
odieux,1,0.0003894080996884735
ou,52,0.020249221183800622
tigre,1,0.0003894080996884735
souhaite,1,0.0003894080996884735
fuyait,1,0.0003894080996884735
pureté,2,0.000778816199376947
faiblement,1,0.0003894080996884735
chaînes,1,0.0003894080996884735
faibles,4,0.001557632398753894
bannissez,2,0.000778816199376947
oui,5,0.0019470404984423676
facile,1,0.0003894080996884735
rencontre,1,0.0003894080996884735
dernier,6,0.002336448598130841
chères,2,0.000778816199376947
piteux,1,0.0003894080996884735
partir,1,0.0003894080996884735
notre,39,0.015186915887850467
nuit,1,0.0003894080996884735
larmes,14,0.005451713395638629
promis,4,0.001557632398753894
univers,2,0.000778816199376947
instant,2,0.000778816199376947
craignons,2,0.000778816199376947
fortunes,1,0.0003894080996884735
renferme,1,0.0003894080996884735
apportez,1,0.0003894080996884735
aiment,1,0.0003894080996884735
si,150,0.05841121495327103
communes,1,0.0003894080996884735
immoler,5,0.0019470404984423676
innocents,2,0.000778816199376947
condamnable,1,0.0003894080996884735
baiser,1,0.0003894080996884735
attaquant,1,0.0003894080996884735
fois,10,0.003894080996884735
devrai,1,0.0003894080996884735
peut,31,0.012071651090342679
plaignez,2,0.000778816199376947
reculer,1,0.0003894080996884735
fini,1,0.0003894080996884735
dieu,1,0.0003894080996884735
dispose,3,0.0011682242990654205
sainement,1,0.0003894080996884735
interprétation,5,0.0019470404984423676
moi,38,0.014797507788161994
mourir,9,0.0035046728971962616
était,9,0.0035046728971962616
attacher,1,0.0003894080996884735
accompagner,1,0.0003894080996884735
bonheur,12,0.004672897196261682
honneur,38,0.014797507788161994
désolée,1,0.0003894080996884735
couteau,1,0.0003894080996884735
votre,37,0.01440809968847352
abandonnai,1,0.0003894080996884735
croître,2,0.000778816199376947
jeter,1,0.0003894080996884735
empire,5,0.0019470404984423676
communs,2,0.000778816199376947
retraite,1,0.0003894080996884735
sire,19,0.007398753894080997
nos,63,0.02453271028037383
cercueil,1,0.0003894080996884735
laveront,1,0.0003894080996884735
promet,1,0.0003894080996884735
brutale,2,0.000778816199376947
colère,10,0.003894080996884735
front,7,0.0027258566978193145
fortes,2,0.000778816199376947
payés,1,0.0003894080996884735
triomphé,1,0.0003894080996884735
inquiétudes,1,0.0003894080996884735
frayeurs,2,0.000778816199376947
songer,1,0.0003894080996884735
mettez,1,0.0003894080996884735
affaiblit,1,0.0003894080996884735
succès,8,0.003115264797507788
cesserai,1,0.0003894080996884735
voulions,1,0.0003894080996884735
tremblant,1,0.0003894080996884735
lieux,6,0.002336448598130841
conserve,1,0.0003894080996884735
jaloux,3,0.0011682242990654205
extrêmes,2,0.000778816199376947
tourment,1,0.0003894080996884735
seuls,3,0.0011682242990654205
toute,19,0.007398753894080997
pardonnable,1,0.0003894080996884735
hauts,2,0.000778816199376947
passent,1,0.0003894080996884735
plaisir,2,0.000778816199376947
affligée,1,0.0003894080996884735
voici,3,0.0011682242990654205
reconnaît,1,0.0003894080996884735
indifférence,1,0.0003894080996884735
rencontrai,1,0.0003894080996884735
troupe,1,0.0003894080996884735
agrée,1,0.0003894080996884735
venir,3,0.0011682242990654205
vieillesse,1,0.0003894080996884735
loi,5,0.0019470404984423676
mêmes,3,0.0011682242990654205
solide,2,0.000778816199376947
parlais,1,0.0003894080996884735
affaire,1,0.0003894080996884735
plaira,1,0.0003894080996884735
office,3,0.0011682242990654205
énorme,3,0.0011682242990654205
faire,27,0.010514018691588784
céderais,1,0.0003894080996884735
poussés,1,0.0003894080996884735
nommerai,1,0.0003894080996884735
percé,2,0.000778816199376947
efface,1,0.0003894080996884735
soudaine,1,0.0003894080996884735
armez,1,0.0003894080996884735
hymenée,1,0.0003894080996884735
quelle,11,0.004283489096573208
vaillance,2,0.000778816199376947
veulent,1,0.0003894080996884735
parricide,2,0.000778816199376947
sceptres,1,0.0003894080996884735
place,5,0.0019470404984423676
cheveux,1,0.0003894080996884735
viendra,2,0.000778816199376947
choix,19,0.007398753894080997
fatal,1,0.0003894080996884735
sauver,2,0.000778816199376947
inhumains,2,0.000778816199376947
espérance,3,0.0011682242990654205
aimâtes,1,0.0003894080996884735
chez,4,0.001557632398753894
arrêtez,1,0.0003894080996884735
rendu,5,0.0019470404984423676
vive,1,0.0003894080996884735
entre,10,0.003894080996884735
balance,1,0.0003894080996884735
promptement,1,0.0003894080996884735
forte,1,0.0003894080996884735
élevant,1,0.0003894080996884735
inspiré,2,0.000778816199376947
vais,5,0.0019470404984423676
perfide,1,0.0003894080996884735
sort,27,0.010514018691588784
plaindre,9,0.0035046728971962616
fier,1,0.0003894080996884735
maligne,1,0.0003894080996884735
coutume,1,0.0003894080996884735
sut,1,0.0003894080996884735
déplaît,1,0.0003894080996884735
apprendra,1,0.0003894080996884735
eu,1,0.0003894080996884735
criminels,1,0.0003894080996884735
coeur,30,0.011682242990654205
six,2,0.000778816199376947
apporte,2,0.000778816199376947
victorieux,4,0.001557632398753894
effets,6,0.002336448598130841
payé,1,0.0003894080996884735
désespoirs,1,0.0003894080996884735
montrerez,1,0.0003894080996884735
perte,10,0.003894080996884735
étonnement,1,0.0003894080996884735
affranchir,1,0.0003894080996884735
affront,5,0.0019470404984423676
constance,8,0.003115264797507788
renvoie,1,0.0003894080996884735
imputerait,1,0.0003894080996884735
regard,1,0.0003894080996884735
gais,1,0.0003894080996884735
recourir,1,0.0003894080996884735
propre,3,0.0011682242990654205
vengé,1,0.0003894080996884735
voix,12,0.004672897196261682
tour,3,0.0011682242990654205
inopinée,1,0.0003894080996884735
envisage,1,0.0003894080996884735
sais,5,0.0019470404984423676
plaintes,4,0.001557632398753894
oracle,4,0.001557632398753894
quel,18,0.007009345794392523
adversaires,2,0.000778816199376947
souffrir,8,0.003115264797507788
effet,9,0.0035046728971962616
unie,2,0.000778816199376947
bontés,1,0.0003894080996884735
témoin,3,0.0011682242990654205
amitié,7,0.0027258566978193145
éclairés,2,0.000778816199376947
trame,1,0.0003894080996884735
courage,8,0.003115264797507788
songeons,1,0.0003894080996884735
meure,2,0.000778816199376947
sujet,5,0.0019470404984423676
général,2,0.000778816199376947
opposer,2,0.000778816199376947
ans,2,0.000778816199376947
quereller,1,0.0003894080996884735
pouvaient,1,0.0003894080996884735
obtienne,2,0.000778816199376947
entretienne,1,0.0003894080996884735
volage,1,0.0003894080996884735
blessure,1,0.0003894080996884735
bonne,3,0.0011682242990654205
moindres,1,0.0003894080996884735
recevrais,1,0.0003894080996884735
demandais,1,0.0003894080996884735
disposer,1,0.0003894080996884735
attaquez,1,0.0003894080996884735
mère,1,0.0003894080996884735
voisins,3,0.0011682242990654205
chérirai,1,0.0003894080996884735
frayeur,2,0.000778816199376947
impie,2,0.000778816199376947
ils,27,0.010514018691588784
immole,3,0.0011682242990654205
fît,1,0.0003894080996884735
voudrait,1,0.0003894080996884735
quiconque,1,0.0003894080996884735
inexcusable,1,0.0003894080996884735
emploi,1,0.0003894080996884735
chefs,3,0.0011682242990654205
consommez,1,0.0003894080996884735
termes,1,0.0003894080996884735
différent,1,0.0003894080996884735
femmes,4,0.001557632398753894
prive,1,0.0003894080996884735
avant,5,0.0019470404984423676
tremblerez,1,0.0003894080996884735
aimée,2,0.000778816199376947
retenez,1,0.0003894080996884735
consentement,1,0.0003894080996884735
feraient,1,0.0003894080996884735
ingrate,1,0.0003894080996884735
acceptent,1,0.0003894080996884735
temps,9,0.0035046728971962616
divinité,2,0.000778816199376947
mortel,3,0.0011682242990654205
trouble,4,0.001557632398753894
entretint,1,0.0003894080996884735
jusques,3,0.0011682242990654205
couverte,1,0.0003894080996884735
avaient,1,0.0003894080996884735
allégement,1,0.0003894080996884735
parler,3,0.0011682242990654205
alarmée,1,0.0003894080996884735
regards,2,0.000778816199376947
vieux,1,0.0003894080996884735
es,5,0.0019470404984423676
accuser,1,0.0003894080996884735
importune,1,0.0003894080996884735
mis,2,0.000778816199376947
salut,2,0.000778816199376947
prendrai,1,0.0003894080996884735
justes,1,0.0003894080996884735
détruire,2,0.000778816199376947
cher,8,0.003115264797507788
aura,4,0.001557632398753894
déluge,1,0.0003894080996884735
ta,29,0.011292834890965732
attendre,5,0.0019470404984423676
raisonnement,1,0.0003894080996884735
angoisse,1,0.0003894080996884735
sauraient,1,0.0003894080996884735
fera,3,0.0011682242990654205
dépouiller,1,0.0003894080996884735
plutôt,8,0.003115264797507788
erreurs,1,0.0003894080996884735
vôtre,6,0.002336448598130841
heureux,7,0.0027258566978193145
nom,12,0.004672897196261682
as,3,0.0011682242990654205
liens,3,0.0011682242990654205
regardes,1,0.0003894080996884735
rois,8,0.003115264797507788
toi,19,0.007398753894080997
fameux,3,0.0011682242990654205
tâche,1,0.0003894080996884735
prendre,8,0.003115264797507788
fermes,2,0.000778816199376947
côté,1,0.0003894080996884735
autorité,1,0.0003894080996884735
façon,3,0.0011682242990654205
ménager,1,0.0003894080996884735
nets,1,0.0003894080996884735
brisez,1,0.0003894080996884735
oppose,2,0.000778816199376947
éclairs,1,0.0003894080996884735
entretins,1,0.0003894080996884735
haute,6,0.002336448598130841
heure,2,0.000778816199376947
présenter,2,0.000778816199376947
purifier,1,0.0003894080996884735
puisque,13,0.0050623052959501555
croirons,1,0.0003894080996884735
lâches,1,0.0003894080996884735
hais,4,0.001557632398753894
horaces,3,0.0011682242990654205
sacrifice,5,0.0019470404984423676
blessées,1,0.0003894080996884735
fleurs,1,0.0003894080996884735
appui,3,0.0011682242990654205
rapport,1,0.0003894080996884735
tandis,1,0.0003894080996884735
pourraient,2,0.000778816199376947
souillât,1,0.0003894080996884735
sanglantes,1,0.0003894080996884735
concevez,1,0.0003894080996884735
vertu,34,0.0132398753894081
puissants,1,0.0003894080996884735
peur,4,0.001557632398753894
injuste,4,0.001557632398753894
ci,2,0.000778816199376947
cause,7,0.0027258566978193145
matière,2,0.000778816199376947
défendre,2,0.000778816199376947
appelons,1,0.0003894080996884735
gardait,1,0.0003894080996884735
appréhender,1,0.0003894080996884735
prennent,2,0.000778816199376947
sujets,5,0.0019470404984423676
chercher,3,0.0011682242990654205
malheur,16,0.006230529595015576
tels,8,0.003115264797507788
aperçus,1,0.0003894080996884735
désavouent,1,0.0003894080996884735
offensez,1,0.0003894080996884735
renom,2,0.000778816199376947
«,4,0.001557632398753894
ôtent,1,0.0003894080996884735
tumultueuse,1,0.0003894080996884735
triste,8,0.003115264797507788
intérêt,8,0.003115264797507788
soupire,2,0.000778816199376947
félicité,2,0.000778816199376947
conclut,1,0.0003894080996884735
éclatera,1,0.0003894080996884735
tremble,1,0.0003894080996884735
compliments,1,0.0003894080996884735
prédit,1,0.0003894080996884735
trompe,2,0.000778816199376947
son,73,0.028426791277258567
moyen,1,0.0003894080996884735
accable,3,0.0011682242990654205
remis,2,0.000778816199376947
dissimule,2,0.000778816199376947
consulté,1,0.0003894080996884735
juste,10,0.003894080996884735
courages,1,0.0003894080996884735
diviser,1,0.0003894080996884735
trahis,4,0.001557632398753894
montrez,3,0.0011682242990654205
peux,3,0.0011682242990654205
vainqueurs,9,0.0035046728971962616
anime,1,0.0003894080996884735
auteur,3,0.0011682242990654205
haine,9,0.0035046728971962616
changement,1,0.0003894080996884735
gardent,1,0.0003894080996884735
défaite,3,0.0011682242990654205
punition,1,0.0003894080996884735
forfait,4,0.001557632398753894
un,289,0.11253894080996885
défenses,1,0.0003894080996884735
cendre,1,0.0003894080996884735
range,1,0.0003894080996884735
couronne,1,0.0003894080996884735
chants,1,0.0003894080996884735
repos,1,0.0003894080996884735
imaginez,1,0.0003894080996884735
mieux,22,0.008566978193146417
hyménée,4,0.001557632398753894
tristes,3,0.0011682242990654205
exploit,1,0.0003894080996884735
dépens,4,0.001557632398753894
revois,1,0.0003894080996884735
animées,1,0.0003894080996884735
joignons,1,0.0003894080996884735
que,251,0.09774143302180685
libre,3,0.0011682242990654205
parla,1,0.0003894080996884735
accord,2,0.000778816199376947
ôter,2,0.000778816199376947
défense,1,0.0003894080996884735
choisit,1,0.0003894080996884735
souffrirez,1,0.0003894080996884735
rejaillir,1,0.0003894080996884735
consolais,1,0.0003894080996884735
osera,1,0.0003894080996884735
mourra,1,0.0003894080996884735
plains,9,0.0035046728971962616
autres,12,0.004672897196261682
permis,3,0.0011682242990654205
mauvaise,1,0.0003894080996884735
crimes,7,0.0027258566978193145
respecte,2,0.000778816199376947
finit,2,0.000778816199376947
doutais,1,0.0003894080996884735
rendre,7,0.0027258566978193145
grands,13,0.0050623052959501555
renonce,3,0.0011682242990654205
approches,1,0.0003894080996884735
sexe,1,0.0003894080996884735
poids,1,0.0003894080996884735
terminer,2,0.000778816199376947
occident,1,0.0003894080996884735
montré,1,0.0003894080996884735
alliance,3,0.0011682242990654205
tombe,4,0.001557632398753894
flamme,5,0.0019470404984423676
attente,3,0.0011682242990654205
ôta,1,0.0003894080996884735
lien,2,0.000778816199376947
plainte,1,0.0003894080996884735
égal,4,0.001557632398753894
joignant,1,0.0003894080996884735
endurer,2,0.000778816199376947
aviez,3,0.0011682242990654205
hors,7,0.0027258566978193145
besoin,3,0.0011682242990654205
puissamment,2,0.000778816199376947
droit,5,0.0019470404984423676
unira,1,0.0003894080996884735
offenser,1,0.0003894080996884735
innocent,2,0.000778816199376947
joints,1,0.0003894080996884735
consulte,1,0.0003894080996884735
brûlez,1,0.0003894080996884735
châtiment,3,0.0011682242990654205
importun,1,0.0003894080996884735
éteint,1,0.0003894080996884735
attendiez,1,0.0003894080996884735
travaux,1,0.0003894080996884735
fassent,1,0.0003894080996884735
soldats,1,0.0003894080996884735
désespère,1,0.0003894080996884735
sienne,2,0.000778816199376947
prissent,1,0.0003894080996884735
longtemps,3,0.0011682242990654205
rage,3,0.0011682242990654205
ailleurs,5,0.0019470404984423676
consolez,1,0.0003894080996884735
séchant,1,0.0003894080996884735
tellement,1,0.0003894080996884735
prêtres,1,0.0003894080996884735
pays,22,0.008566978193146417
attends,1,0.0003894080996884735
sacré,1,0.0003894080996884735
par,79,0.030763239875389408
obéirais,1,0.0003894080996884735
superbe,1,0.0003894080996884735
état,15,0.005841121495327103
pensées,2,0.000778816199376947
demande,10,0.003894080996884735
aussi,11,0.004283489096573208
effaçaient,1,0.0003894080996884735
jouet,1,0.0003894080996884735
engageant,1,0.0003894080996884735
désordre,1,0.0003894080996884735
déshonoré,1,0.0003894080996884735
guerres,1,0.0003894080996884735
vue,4,0.001557632398753894
menaçaient,1,0.0003894080996884735
emporte,1,0.0003894080996884735
partis,3,0.0011682242990654205
aimable,1,0.0003894080996884735
maudire,1,0.0003894080996884735
oeil,5,0.0019470404984423676
ville,3,0.0011682242990654205
ne,158,0.061526479750778816
avouer,2,0.000778816199376947
théâtre,1,0.0003894080996884735
montrer,6,0.002336448598130841
posséder,1,0.0003894080996884735
honte,14,0.005451713395638629
aimez,1,0.0003894080996884735
goutte,1,0.0003894080996884735
pleine,3,0.0011682242990654205
amorce,1,0.0003894080996884735
mourant,2,0.000778816199376947
secret,3,0.0011682242990654205
aucun,5,0.0019470404984423676
tragiques,1,0.0003894080996884735
quoique,5,0.0019470404984423676
rompant,1,0.0003894080996884735
mourût,1,0.0003894080996884735
abandonnerez,1,0.0003894080996884735
met,3,0.0011682242990654205
aspirer,2,0.000778816199376947
oublier,2,0.000778816199376947
exploits,7,0.0027258566978193145
durait,1,0.0003894080996884735
trop,39,0.015186915887850467
devoir,12,0.004672897196261682
étiez,1,0.0003894080996884735
regardons,2,0.000778816199376947
mettre,5,0.0019470404984423676
ternie,1,0.0003894080996884735
revoyez,1,0.0003894080996884735
condamne,1,0.0003894080996884735
cela,3,0.0011682242990654205
orient,2,0.000778816199376947
reste,11,0.004283489096573208
ordonner,1,0.0003894080996884735
approuvez,1,0.0003894080996884735
emploie,1,0.0003894080996884735
irritez,2,0.000778816199376947
maisons,2,0.000778816199376947
ferme,1,0.0003894080996884735
régner,3,0.0011682242990654205
enchaînée,1,0.0003894080996884735
apprendre,2,0.000778816199376947
aspire,2,0.000778816199376947
elles,7,0.0027258566978193145
passe,2,0.000778816199376947
foudres,1,0.0003894080996884735
tente,1,0.0003894080996884735
dépose,1,0.0003894080996884735
meurtrier,1,0.0003894080996884735
serais,3,0.0011682242990654205
enfants,5,0.0019470404984423676
ôte,3,0.0011682242990654205
étouffez,1,0.0003894080996884735
naissance,6,0.002336448598130841
familles,1,0.0003894080996884735
brutalité,2,0.000778816199376947
tort,1,0.0003894080996884735
ignominie,1,0.0003894080996884735
avides,1,0.0003894080996884735
défaits,1,0.0003894080996884735
gris,1,0.0003894080996884735
renouent,1,0.0003894080996884735
généreux,8,0.003115264797507788
expiez,1,0.0003894080996884735
trouvaient,1,0.0003894080996884735
ouverte,2,0.000778816199376947
destins,5,0.0019470404984423676
camps,6,0.002336448598130841
respect,1,0.0003894080996884735
noms,5,0.0019470404984423676
pleure,5,0.0019470404984423676
tout,53,0.020638629283489095
saurez,1,0.0003894080996884735
générosité,1,0.0003894080996884735
ceignent,1,0.0003894080996884735
tourmente,1,0.0003894080996884735
innocence,1,0.0003894080996884735
âge,2,0.000778816199376947
tiendrait,1,0.0003894080996884735
trouvez,3,0.0011682242990654205
condamné,1,0.0003894080996884735
épouser,1,0.0003894080996884735
extrémités,1,0.0003894080996884735
enfle,2,0.000778816199376947
remet,1,0.0003894080996884735
auprès,3,0.0011682242990654205
allie,1,0.0003894080996884735
semblait,4,0.001557632398753894
commandements,1,0.0003894080996884735
devoirs,2,0.000778816199376947
perdu,5,0.0019470404984423676
renverse,1,0.0003894080996884735
pleurait,1,0.0003894080996884735
plaise,1,0.0003894080996884735
rends,5,0.0019470404984423676
redoublé,1,0.0003894080996884735
disait,1,0.0003894080996884735
traverses,2,0.000778816199376947
indépendante,1,0.0003894080996884735
assurée,1,0.0003894080996884735
maudis,1,0.0003894080996884735
passion,2,0.000778816199376947
mauvais,5,0.0019470404984423676
aussitôt,2,0.000778816199376947
traitement,1,0.0003894080996884735
effroi,2,0.000778816199376947
cesserait,1,0.0003894080996884735
humain,2,0.000778816199376947
usant,1,0.0003894080996884735
arme,2,0.000778816199376947
ralentit,1,0.0003894080996884735
fâcher,1,0.0003894080996884735
abîmer,1,0.0003894080996884735
pompeuse,1,0.0003894080996884735
tête,3,0.0011682242990654205
pleuré,1,0.0003894080996884735
éternel,3,0.0011682242990654205
fuis,1,0.0003894080996884735
prendra,1,0.0003894080996884735
différé,1,0.0003894080996884735
solennel,1,0.0003894080996884735
pis,1,0.0003894080996884735
cinq,1,0.0003894080996884735
quoiqu,1,0.0003894080996884735
misère,1,0.0003894080996884735
injustement,1,0.0003894080996884735
rompue,1,0.0003894080996884735
inégaux,1,0.0003894080996884735
rejetait,1,0.0003894080996884735
fausse,1,0.0003894080996884735
use,1,0.0003894080996884735
fut,4,0.001557632398753894
étouffer,4,0.001557632398753894
les,159,0.06191588785046729
avais,2,0.000778816199376947
couverts,1,0.0003894080996884735
présentes,1,0.0003894080996884735
péril,2,0.000778816199376947
descend,1,0.0003894080996884735
horreurs,1,0.0003894080996884735
ruisseaux,1,0.0003894080996884735
longs,1,0.0003894080996884735
ébranler,2,0.000778816199376947
profonds,1,0.0003894080996884735
combat,18,0.007009345794392523
pouvant,1,0.0003894080996884735
comparaison,1,0.0003894080996884735
pitié,10,0.003894080996884735
éviter,1,0.0003894080996884735
devenir,3,0.0011682242990654205
audace,1,0.0003894080996884735
vend,1,0.0003894080996884735
cherche,4,0.001557632398753894
charme,3,0.0011682242990654205
leur,60,0.02336448598130841
appelle,1,0.0003894080996884735
consentir,1,0.0003894080996884735
frémir,1,0.0003894080996884735
rigueur,4,0.001557632398753894
ensemble,3,0.0011682242990654205
mol,1,0.0003894080996884735
morts,11,0.004283489096573208
à,252,0.09813084112149532
priver,1,0.0003894080996884735
fermeté,5,0.0019470404984423676
souiller,3,0.0011682242990654205
mois,1,0.0003894080996884735
romaine,6,0.002336448598130841
prévois,1,0.0003894080996884735
c,56,0.021806853582554516
épargne,2,0.000778816199376947
obtiens,1,0.0003894080996884735
obéissance,1,0.0003894080996884735
eh,1,0.0003894080996884735
intéressé,1,0.0003894080996884735
fortune,2,0.000778816199376947
haleine,1,0.0003894080996884735
reçoit,6,0.002336448598130841
chancelle,1,0.0003894080996884735
ravie,1,0.0003894080996884735
une,107,0.041666666666666664
traitez,2,0.000778816199376947
oser,1,0.0003894080996884735
avantage,3,0.0011682242990654205
tremblotant,1,0.0003894080996884735
prononcez,1,0.0003894080996884735
maintenant,2,0.000778816199376947
nombre,2,0.000778816199376947
prix,8,0.003115264797507788
ordonne,1,0.0003894080996884735
verrons,1,0.0003894080996884735
poursuivre,1,0.0003894080996884735
dispute,1,0.0003894080996884735
pas,51,0.01985981308411215
derniers,2,0.000778816199376947
conçois,1,0.0003894080996884735
astre,1,0.0003894080996884735
empêchez,1,0.0003894080996884735
voyant,3,0.0011682242990654205
chérir,1,0.0003894080996884735
après,20,0.00778816199376947
voulant,1,0.0003894080996884735
nourrissait,1,0.0003894080996884735
ses,54,0.02102803738317757
entend,1,0.0003894080996884735
premiers,2,0.000778816199376947
quitte,3,0.0011682242990654205
n,113,0.044003115264797506
altéré,1,0.0003894080996884735
ébranlait,2,0.000778816199376947
vis,7,0.0027258566978193145
carrière,1,0.0003894080996884735
devient,3,0.0011682242990654205
prenais,1,0.0003894080996884735
peuple,5,0.0019470404984423676
sait,5,0.0019470404984423676
parricides,1,0.0003894080996884735
céleste,2,0.000778816199376947
doit,15,0.005841121495327103
hait,1,0.0003894080996884735
excusez,1,0.0003894080996884735
dont,16,0.006230529595015576
déplorer,1,0.0003894080996884735
ordre,4,0.001557632398753894
épée,3,0.0011682242990654205
déguisez,1,0.0003894080996884735
semblent,2,0.000778816199376947
vouliez,1,0.0003894080996884735
hosties,1,0.0003894080996884735
bras,22,0.008566978193146417
grâces,3,0.0011682242990654205
éperdu,1,0.0003894080996884735
tranche,1,0.0003894080996884735
vertueux,4,0.001557632398753894
opposant,1,0.0003894080996884735
quelques,3,0.0011682242990654205
action,6,0.002336448598130841
font,8,0.003115264797507788
efforts,3,0.0011682242990654205
souille,1,0.0003894080996884735
dignes,4,0.001557632398753894
immortels,3,0.0011682242990654205
fâcheuses,1,0.0003894080996884735
soutenir,2,0.000778816199376947
ligne,5,0.0019470404984423676
sus,2,0.000778816199376947
indigné,1,0.0003894080996884735
changements,1,0.0003894080996884735
renommé,1,0.0003894080996884735
dureté,1,0.0003894080996884735
enviant,1,0.0003894080996884735
partie,2,0.000778816199376947
possesseur,1,0.0003894080996884735
approuve,1,0.0003894080996884735
envers,2,0.000778816199376947
écoutez,5,0.0019470404984423676
rigoureuse,1,0.0003894080996884735
assurer,2,0.000778816199376947
feu,1,0.0003894080996884735
venge,2,0.000778816199376947
alarmes,2,0.000778816199376947
grâce,5,0.0019470404984423676
criminel,3,0.0011682242990654205
encore,40,0.01557632398753894
répandre,5,0.0019470404984423676
finira,1,0.0003894080996884735
perce,1,0.0003894080996884735
ennemis,9,0.0035046728971962616
reprocher,1,0.0003894080996884735
envoie,6,0.002336448598130841
nuits,1,0.0003894080996884735
vrais,1,0.0003894080996884735
pu,7,0.0027258566978193145
gardes,1,0.0003894080996884735
orage,2,0.000778816199376947
douceur,2,0.000778816199376947
armées,1,0.0003894080996884735
