Numéro|Nom de Page|Lien image|Largeur|Longueur
f271|131r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f271|3836|5622
f272|131v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f272|3810|5610
f273|132r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f273|3836|5622
f274|132v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f274|3810|5610
f275|133r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f275|3836|5622
f276|133v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f276|3810|5610
f277|134r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f277|3836|5622
f278|134v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f278|3810|5610
f279|135r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f279|3809|5622
f280|135v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f280|3833|5571
f281|136r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f281|3832|5622
f282|136v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f282|3802|5580
f283|137r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f283|3782|5622
f284|137v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f284|3802|5580
f285|138r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f285|3862|5647
f286|138v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f286|3796|5593
f287|139r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f287|3862|5675
f288|139v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f288|3796|5593
f289|140r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f289|3862|5675
f290|140v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f290|3796|5593
f291|141r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f291|3862|5675
f292|141v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f292|3796|5609
f293|142r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f293|3862|5675
f294|142v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f294|3796|5609
f295|143r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f295|3862|5675
f296|143v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f296|3796|5609
f297|144r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f297|3850|5675
f298|144v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f298|3815|5609
f299|145r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f299|3839|5654
f300|145v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f300|3815|5609
f301|146r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f301|3839|5654
f302|146v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f302|3815|5609
f303|147r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f303|3839|5654
f304|147v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f304|3815|5609
f305|148r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f305|3839|5654
f306|148v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f306|3815|5609
f307|149r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f307|3839|5654
f308|149v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f308|3836|5588
f309|150r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f309|3839|5654
f310|150v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f310|3836|5588
f311|151r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f311|3839|5654
f312|151v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f312|3801|5588
f313|152r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f313|3839|5654
f314|152v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f314|3801|5588
f315|153r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f315|3839|5654
f316|153v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f316|3801|5588
f317|154r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f317|3868|5639
f318|154v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f318|3801|5588
f319|155r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f319|3845|5639
f320|155v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f320|3801|5588
f321|156r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f321|3887|5652
f322|156v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f322|3801|5588
f323|157r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f323|3887|5722
f324|157v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f324|3801|5588
f325|158r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f325|3851|5709
f326|158v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f326|3801|5588
f327|159r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f327|3851|5709
f328|159v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f328|3801|5603
f329|160r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f329|3851|5709
f330|160v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f330|3801|5603
f331|161r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f331|3851|5709
f332|161v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f332|3801|5603
f333|162r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f333|3820|5709
f334|162v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f334|3801|5603
f335|163r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f335|3820|5709
f336|163v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f336|3846|5603
f337|164r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f337|3856|5669
f338|164v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f338|3846|5603
f339|165r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f339|3856|5669
f340|165v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f340|3833|5603
f341|166r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f341|3856|5657
f342|166v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f342|3833|5603
f343|167r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f343|3856|5657
f344|167v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f344|3833|5603
f345|168r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f345|3856|5657
f346|168v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f346|3833|5603
f347|169r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f347|3856|5657
f348|169v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f348|3833|5603
f349|170r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f349|3856|5657
f350|170v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f350|3833|5603
f351|171r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f351|3856|5657
f352|171v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f352|3833|5603
f353|172r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f353|3829|5657
f354|172v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f354|3833|5603
f355|173r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f355|3834|5696
f356|173v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f356|3833|5603
f357|174r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f357|3834|5696
f358|174v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f358|3833|5603
f359|175r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f359|3834|5696
f360|175v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f360|3833|5603
f361|176r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f361|3834|5696
f362|176v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f362|3833|5603
f363|177r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f363|3834|5696
f364|177v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f364|3833|5603
f365|178r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f365|3834|5696
f366|178v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f366|3833|5603
f367|179r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f367|3828|5696
f368|179v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f368|3833|5603
f369|180r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f369|3802|5696
f370|180v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f370|3833|5603
f371|181r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f371|3833|5696
f372|181v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f372|3833|5603
f373|182r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f373|3808|5680
f374|182v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f374|3833|5603
f375|183r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f375|3808|5680
f376|183v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f376|3833|5603
f377|184r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f377|3808|5680
f378|184v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f378|3833|5603
f379|185r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f379|3850|5649
f380|185v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f380|3833|5603
f381|186r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f381|3850|5649
f382|186v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f382|3833|5603
f383|187r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f383|3819|5696
f384|187v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f384|3833|5603
f385|188r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f385|3819|5696
f386|188v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f386|3833|5603
f387|189r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f387|3837|5671
f388|189v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f388|3833|5603
f389|190r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f389|3814|5647
f390|190v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f390|3833|5603
f391|191r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f391|3814|5647
f392|191v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f392|3833|5603
f393|192r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f393|3785|5647
f394|192v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f394|3833|5603
f395|193r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f395|3785|5703
f396|193v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f396|3833|5603
f397|194r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f397|3798|5658
f398|194v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f398|3833|5603
f399|195r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f399|3792|5648
f400|195v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f400|3833|5603
f401|196r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f401|3795|5648
f402|196v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f402|3833|5603
f403|197r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f403|3795|5656
f404|197v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f404|3812|5603
f405|198r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f405|3795|5656
f406|198v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f406|3833|5603
f407|199r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f407|3795|5656
f408|199v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f408|3833|5603
f409|200r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f409|3795|5656
f410|200v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f410|3833|5603
f411|201r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f411|3795|5656
f412|201v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f412|3833|5603
f413|202r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f413|3795|5656
f414|202v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f414|3833|5603
f415|203r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f415|3795|5652
f416|203v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f416|3833|5603
f417|204r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f417|3795|5652
f418|204v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f418|3833|5603
f419|205r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f419|3773|5632
f420|205v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f420|3833|5603
f421|206r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f421|3773|5654
f422|206v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f422|3833|5603
f423|207r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f423|3752|5654
f424|207v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f424|3833|5603
f425|208r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f425|3792|5631
f426|208v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f426|3833|5603
f427|209r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f427|3771|5631
f428|209v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f428|3833|5603
f429|210r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f429|3771|5631
f430|210v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f430|3833|5603
f431|211r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f431|3771|5631
f432|211v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f432|3833|5644
f433|212r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f433|3709|5694
f434|212v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f434|3848|5644
f435|213r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f435|3794|5694
f436|213v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f436|3801|5644
f437|214r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f437|3794|5694
f438|214v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f438|3801|5644
f439|215r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f439|3794|5694
f440|215v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f440|3832|5636
f441|216r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f441|3818|5694
f442|216v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f442|3832|5636
f443|217r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f443|3818|5694
f444|217v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f444|3832|5636
f445|218r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f445|3762|5760
f446|218v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f446|3832|5636
f447|219r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f447|3820|5712
f448|219v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f448|3832|5636
f449|220r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f449|3862|5712
f450|220v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f450|3832|5636
f451|221r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f451|3832|5707
f452|221v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f452|3855|5636
f453|222r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f453|3873|5662
f454|222v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f454|3855|5636
f455|223r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f455|3846|5662
f456|223v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f456|3855|5636
f457|224r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f457|3847|5640
f458|224v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f458|3855|5636
f459|225r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f459|3863|5640
f460|225v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f460|3855|5636
f461|226r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f461|3848|5684
f462|226v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f462|3855|5636
f463|227r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f463|3848|5684
f464|227v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f464|3860|5675
f465|228r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f465|3841|5664
f466|228v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f466|3860|5637
f467|229r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f467|3841|5664
f468|229v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f468|3860|5650
f469|230r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f469|3850|5688
f470|230v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f470|3860|5650
f471|231r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f471|3867|5688
f472|231v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f472|3860|5669
f473|232r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f473|3877|5713
f474|232v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f474|3860|5669
f475|233r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f475|3875|5675
f476|233v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f476|3860|5669
f477|234r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f477|3905|5672
f478|234v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f478|3860|5669
f479|235r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f479|3887|5672
f480|235v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f480|3872|5669
f481|236r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f481|3909|5640
f482|236v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f482|3860|5669
f483|237r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f483|3909|5640
f484|237v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f484|3889|5669
f485|238r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f485|3909|5640
f486|238v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f486|3873|5669
f487|239r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f487|3909|5640
f488|239v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f488|3873|5669
f489|240r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f489|3909|5640
f490|240v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f490|3873|5669
f491|241r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f491|3792|5681
f492|241v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f492|3859|5669
f493|242r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f493|3911|5640
f494|242v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f494|3859|5669
f495|243r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f495|3757|5720
f496|243v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f496|3859|5669
f497|244r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f497|3833|5696
f498|244v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f498|3859|5669
f499|245r|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f499|3814|5674
f500|245v|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f500|3836|5644
f501|page de garde recto|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f501|3939|5630
f502|page de garde verso|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f502|3876|5628
f503|page de garde recto|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f503|3939|5630
f504|page de garde verso|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f504|3888|5628
f505|page de garde recto|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f505|3939|5630
f506|page de garde verso|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f506|3951|5628
f507|page de garde recto|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f507|3960|5630
f508|page de garde verso|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f508|3951|5628
f509|contreplat inf.|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f509|4154|5716
f510|plat inférieur.|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f510|4256|5805
f511|dos|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f511|1173|5666
f512|tranche supérieure|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f512|4297|1692
f513|gouttière|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f513|1620|5651
f514|tranche inférieure|https://gallica.bnf.fr/iiif/ark:/12148/btv1b84259980/canvas/f514|4273|1608
